,id,age,taille,poids,niveau_etude,revenu_estime_mois,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,sport_licence_oui,sport_licence_non,smoker_oui,smoker_non,situation_familiale_célibataire,situation_familiale_marié,situation_familiale_divorcé,situation_familiale_veuf,montant_pret
739,765,23,168.3,49.1,1,1555,3.0,0.1,2024-09-29,662.0,10000.0,0,1,1,0,0,0,1,0,500.0
740,766,61,171.4,68.4,3,3114,2.0,0.53,2023-02-25,574.0,5000.0,1,0,0,1,0,0,1,0,2642.0626051822514
741,767,25,168.6,101.8,1,2851,0.0,0.41,2021-04-17,574.0,10000.0,0,1,0,1,0,0,0,1,13567.668608456384
742,768,43,179.1,89.5,0,3457,3.0,0.03,2021-09-02,574.0,5000.0,1,0,1,0,1,0,0,0,2984.1523253589376
743,769,69,177.1,63.8,4,2059,3.0,0.38,2022-09-30,574.0,5000.0,1,0,1,0,0,0,0,0,27479.39975351737
744,770,63,178.0,68.0,2,2435,3.0,0.02,2023-04-10,574.0,5000.0,0,1,1,0,1,0,0,0,500.0
745,771,70,158.9,90.0,4,2940,3.0,0.37,2022-12-17,339.0,909.48,1,0,1,0,0,1,0,0,26028.629103914805
746,772,58,158.6,51.1,2,3462,3.0,0.04,2022-04-22,574.0,10000.0,0,1,1,0,0,0,0,0,500.0
747,773,39,168.5,60.9,3,826,2.0,0.35,2020-06-06,574.0,10000.0,0,1,1,0,0,1,0,0,500.0
748,774,35,161.1,58.7,0,4309,3.0,0.15,2022-03-19,574.0,993.04,0,1,1,0,0,1,0,0,500.0
749,775,50,174.1,64.6,0,2251,3.0,0.06,2024-05-23,574.0,5000.0,0,1,0,1,0,0,0,1,500.0
750,776,41,162.3,88.3,4,2774,0.0,0.84,2022-12-16,574.0,352.07,1,0,0,1,0,0,1,0,30538.96553327411
751,777,23,187.7,56.3,1,2220,3.0,0.17,2023-03-30,469.0,5000.0,1,0,0,1,0,1,0,0,500.0
752,778,75,171.6,66.6,1,1834,3.0,0.89,2022-03-02,574.0,5000.0,1,0,1,0,0,0,0,0,500.0
753,779,75,182.8,54.0,2,3525,3.0,0.42,2020-06-06,574.0,5000.0,0,1,1,0,0,1,0,0,500.0
754,780,52,170.1,46.4,3,500,0.0,0.42,2020-11-07,574.0,10000.0,0,1,0,1,0,1,0,0,500.0
755,781,65,178.8,78.9,0,598,3.0,0.24,2024-03-25,454.0,1287.73,0,1,0,1,0,0,1,0,500.0
756,782,71,172.7,96.8,0,3320,3.0,0.83,2021-03-14,574.0,586.64,1,0,0,1,1,0,0,0,9337.555285514583
757,783,57,177.5,95.8,4,2702,1.0,0.28,2024-05-15,574.0,5000.0,0,1,1,0,0,1,0,0,500.0
758,784,22,169.6,72.2,3,1359,3.0,0.12,2023-12-02,574.0,1069.89,1,0,1,0,0,0,0,0,17799.513101871773
759,785,22,166.3,58.6,0,3905,4.0,0.14,2022-03-08,574.0,5000.0,1,0,1,0,1,0,0,0,500.0
760,786,69,173.1,56.0,3,4433,0.0,0.9,2021-07-03,431.0,5000.0,0,1,1,0,0,0,1,0,500.0
761,787,24,191.4,75.3,4,1712,3.0,0.17,2020-08-21,561.0,426.99,1,0,1,0,0,0,0,0,1628.5961454886203
762,788,55,151.6,78.4,2,2629,3.0,0.89,2024-08-10,574.0,5000.0,1,0,1,0,0,0,0,0,500.0
763,789,47,156.4,86.6,1,2451,4.0,0.05,2023-05-01,764.0,5000.0,0,1,0,1,0,0,0,1,500.0
764,790,75,173.8,76.9,1,3765,3.0,0.03,2022-12-02,574.0,690.03,1,0,0,1,0,0,1,0,21177.756565719654
765,791,22,151.0,100.7,1,3060,3.0,0.89,2020-08-23,574.0,5000.0,0,1,1,0,0,0,1,0,500.0
766,792,61,157.8,75.1,0,2705,3.0,0.86,2023-10-24,574.0,5000.0,1,0,0,1,0,0,0,1,500.0
767,793,70,175.3,74.5,4,2587,1.0,0.38,2020-12-31,574.0,10000.0,1,0,0,1,1,0,0,0,12238.599460951356
768,794,62,171.8,52.4,2,2501,3.0,0.31,2021-02-02,496.0,10000.0,1,0,0,1,0,0,0,0,500.0
769,795,38,155.7,89.1,0,1825,3.0,0.61,2021-01-30,574.0,49.71,0,1,0,1,0,0,0,0,500.0
770,796,25,151.2,60.4,0,4588,3.0,0.83,2021-01-28,574.0,5000.0,1,0,1,0,0,0,1,0,500.0
771,797,35,173.8,85.0,4,1056,3.0,0.67,2025-02-09,574.0,10000.0,1,0,1,0,0,1,0,0,500.0
772,798,42,176.8,65.4,4,769,3.0,0.57,2023-02-01,784.0,960.73,1,0,1,0,0,1,0,0,500.0
773,799,18,167.8,60.0,2,2400,2.0,0.02,2024-04-08,574.0,377.94,0,1,1,0,0,0,0,0,500.0
774,800,23,180.9,95.4,1,3368,4.0,0.33,2023-05-17,346.0,10000.0,1,0,0,1,0,0,0,1,500.0
775,801,60,167.3,84.0,1,2981,3.0,0.77,2025-01-02,429.0,5000.0,0,1,0,1,0,0,0,0,500.0
776,802,26,173.6,62.3,0,2386,3.0,0.58,2023-03-20,574.0,10000.0,0,1,1,0,1,0,0,0,500.0
777,803,73,167.7,84.3,3,3629,3.0,0.34,2024-01-10,574.0,5000.0,0,1,1,0,1,0,0,0,500.0
778,804,69,166.5,61.2,0,1116,3.0,0.98,2025-03-22,574.0,10000.0,0,1,1,0,0,1,0,0,500.0
779,805,42,185.7,69.8,2,4565,3.0,0.25,2023-12-09,574.0,10000.0,1,0,0,1,0,0,0,1,4022.6445626292025
780,806,75,181.5,67.2,0,2203,3.0,0.98,2023-07-05,574.0,5000.0,1,0,0,1,0,0,1,0,500.0
781,807,56,163.7,67.7,4,4070,3.0,0.19,2022-05-27,435.0,5000.0,1,0,0,1,0,0,0,0,25702.439970324765
782,808,26,171.0,41.8,3,2508,3.0,0.07,2020-03-23,545.0,10000.0,1,0,1,0,0,0,1,0,30957.4264798614
783,809,69,172.2,68.3,2,1850,0.0,0.72,2023-10-24,574.0,5000.0,1,0,0,1,0,0,0,1,500.0
784,810,55,174.7,55.6,0,1636,3.0,0.99,2020-04-24,574.0,5000.0,1,0,1,0,0,0,1,0,500.0
785,811,61,173.0,36.7,1,3809,2.0,0.42,2023-09-08,311.0,5000.0,0,1,0,1,0,0,0,1,500.0
786,812,22,164.1,80.4,1,3058,2.0,0.06,2021-01-27,676.0,10000.0,0,1,0,1,1,0,0,0,8772.88798042276
787,813,73,173.9,57.5,2,2474,0.0,0.84,2025-03-13,408.0,1433.55,0,1,0,1,1,0,0,0,28577.61282542901
788,814,40,165.6,79.9,2,1657,3.0,0.85,2022-12-25,674.0,640.25,1,0,1,0,0,0,0,1,3051.8635896987976
789,816,29,163.6,52.7,0,2350,1.0,0.4,2024-10-08,574.0,5000.0,1,0,1,0,0,0,0,1,16092.796559773358
790,817,52,163.6,66.0,1,3117,3.0,0.48,2021-03-12,574.0,1430.9,0,1,1,0,0,0,0,1,16452.95972355339
791,818,56,176.7,68.8,2,2696,0.0,0.24,2021-08-31,574.0,684.55,1,0,0,1,0,0,1,0,17840.63301851775
792,819,63,175.5,69.6,0,845,5.0,0.86,2025-04-27,574.0,10000.0,0,1,0,1,0,0,1,0,18580.905538840077
793,820,65,177.0,68.6,0,1311,3.0,0.94,2020-12-01,574.0,5000.0,0,1,0,1,0,0,0,0,500.0
794,821,48,163.4,76.8,2,4336,3.0,0.27,2022-10-04,542.0,5000.0,1,0,1,0,0,0,1,0,24327.348572418472
795,822,45,155.4,79.2,2,2269,3.0,0.34,2021-01-06,574.0,5000.0,0,1,1,0,0,0,0,1,500.0
796,823,22,174.9,79.9,1,4491,2.0,0.26,2023-11-13,544.0,5000.0,0,1,0,1,0,1,0,0,29799.65932299516
797,824,30,174.2,59.3,1,2731,3.0,0.89,2022-08-02,574.0,5000.0,0,1,1,0,0,0,0,0,500.0
798,825,68,145.6,66.7,1,3791,3.0,0.07,2022-07-05,574.0,5000.0,1,0,1,0,0,1,0,0,10381.820799678797
799,826,49,163.9,68.1,4,2691,3.0,0.4,2024-03-24,574.0,10000.0,1,0,1,0,0,0,1,0,13347.398172825857
800,827,22,183.2,87.7,4,1488,3.0,0.85,2025-03-24,574.0,5000.0,1,0,0,1,0,1,0,0,4921.912769696007
801,828,54,162.3,63.9,3,3316,3.0,0.56,2025-04-09,574.0,1288.51,0,1,1,0,0,1,0,0,13033.679422727118
802,829,53,177.8,87.7,0,2672,3.0,0.67,2022-05-30,361.0,5000.0,0,1,0,1,1,0,0,0,500.0
803,830,19,162.8,68.5,2,2263,4.0,0.97,2022-11-12,574.0,5000.0,0,1,0,1,0,0,0,0,500.0
804,831,72,167.6,87.2,2,4810,3.0,0.18,2024-12-07,574.0,5000.0,1,0,1,0,0,0,0,0,1632.6932552728915
805,832,27,179.1,56.2,3,2354,3.0,0.23,2021-10-05,608.0,779.75,1,0,0,1,0,1,0,0,33293.849830255065
806,833,34,169.6,65.3,4,2580,0.0,0.24,2023-01-02,574.0,5000.0,1,0,1,0,0,1,0,0,500.0
807,834,39,155.4,61.5,2,5568,5.0,0.28,2021-01-17,582.0,5000.0,1,0,1,0,0,0,1,0,5293.398114202605
808,835,25,173.0,82.4,1,500,4.0,0.77,2022-11-06,574.0,666.8,1,0,0,1,0,0,0,1,500.0
809,836,75,186.4,80.7,0,3707,3.0,0.79,2021-02-14,574.0,5000.0,0,1,1,0,0,1,0,0,10032.279731493323
810,837,57,160.4,49.8,3,3601,3.0,0.19,2022-12-23,393.0,10000.0,1,0,1,0,0,0,0,1,26721.320644605352
811,838,58,165.2,83.8,0,4063,3.0,0.79,2021-11-07,574.0,5000.0,0,1,0,1,0,0,0,1,500.0
812,839,39,149.6,97.7,0,1610,3.0,0.3,2024-01-02,574.0,10000.0,0,1,1,0,0,0,1,0,500.0
813,840,66,165.0,44.8,2,500,3.0,0.04,2022-08-03,802.0,10000.0,1,0,1,0,0,0,1,0,500.0
814,841,58,165.8,95.2,3,1724,3.0,0.65,2025-03-14,504.0,5000.0,1,0,0,1,1,0,0,0,16392.30419827434
815,842,23,168.8,103.6,3,2792,4.0,0.64,2025-03-26,664.0,5000.0,0,1,0,1,0,1,0,0,500.0
816,843,26,160.4,45.1,0,2981,1.0,0.26,2021-08-18,574.0,10000.0,0,1,0,1,0,0,1,0,500.0
817,844,47,171.7,68.5,4,4383,3.0,0.09,2020-06-28,464.0,5000.0,1,0,0,1,0,0,1,0,5730.450601710068
818,845,70,179.8,57.3,3,3012,3.0,0.64,2024-07-19,574.0,5000.0,1,0,1,0,0,1,0,0,500.0
819,846,63,171.1,76.6,4,3365,4.0,0.37,2022-06-17,529.0,10000.0,1,0,0,1,0,0,0,1,500.0
820,847,60,165.3,60.3,2,2333,5.0,0.95,2020-03-30,574.0,5000.0,0,1,0,1,1,0,0,0,500.0
821,848,55,173.5,87.9,4,3258,3.0,0.11,2024-01-31,574.0,1279.36,1,0,1,0,0,0,0,0,30577.17398797324
822,849,24,174.9,66.9,0,500,3.0,0.81,2021-10-08,574.0,5000.0,0,1,1,0,0,1,0,0,500.0
823,850,47,166.5,59.6,1,2592,0.0,0.84,2022-10-14,574.0,994.91,1,0,1,0,0,0,0,0,500.0
824,852,59,185.9,69.3,1,1832,3.0,0.83,2022-08-27,617.0,10000.0,1,0,1,0,1,0,0,0,500.0
825,853,57,151.7,57.6,1,2773,5.0,0.23,2024-12-22,574.0,5000.0,0,1,0,1,0,0,0,1,25692.82989869701
826,854,49,176.7,64.4,0,4065,3.0,0.22,2022-03-04,574.0,1284.92,1,0,0,1,1,0,0,0,11038.33945229482
827,855,24,162.3,57.6,4,1272,2.0,0.26,2021-05-06,574.0,5000.0,0,1,1,0,1,0,0,0,22605.006221766333
828,856,57,161.7,68.5,3,2895,5.0,0.15,2022-06-15,702.0,1113.31,1,0,0,1,0,1,0,0,10844.236233853091
829,857,69,146.2,80.0,3,3104,3.0,0.47,2023-10-07,574.0,5000.0,1,0,1,0,1,0,0,0,500.0
830,858,36,166.2,40.3,3,933,3.0,0.83,2022-10-19,611.0,1006.43,1,0,0,1,0,1,0,0,20445.230887043774
831,859,26,174.2,56.5,0,816,3.0,0.54,2024-07-22,511.0,10000.0,0,1,1,0,1,0,0,0,500.0
832,860,47,158.5,60.8,4,2221,3.0,0.85,2022-06-21,574.0,5000.0,0,1,1,0,0,0,0,0,500.0
833,861,70,161.5,76.6,2,3851,1.0,0.26,2023-03-14,574.0,10000.0,1,0,0,1,0,1,0,0,500.0
834,862,37,163.3,68.8,3,3803,0.0,0.43,2023-04-27,350.0,1115.06,0,1,1,0,0,0,1,0,5614.966859524264
835,864,46,188.0,71.8,4,4719,2.0,1.0,2024-09-01,528.0,5000.0,0,1,1,0,0,0,1,0,27753.990453195944
836,865,48,161.1,77.8,0,2853,5.0,0.66,2020-04-02,574.0,5000.0,1,0,1,0,0,0,0,1,500.0
837,866,63,173.5,59.4,0,2615,3.0,0.94,2023-11-15,574.0,878.08,1,0,0,1,0,0,0,1,500.0
838,867,67,173.2,58.0,0,2290,2.0,0.9,2022-12-05,574.0,10000.0,1,0,1,0,0,0,1,0,500.0
839,868,63,173.6,88.8,2,2623,2.0,0.27,2023-09-28,574.0,5000.0,0,1,1,0,1,0,0,0,500.0
840,869,48,161.9,86.9,0,1788,3.0,0.88,2023-04-22,574.0,690.43,1,0,1,0,1,0,0,0,6239.755114930518
841,870,62,164.8,39.9,3,2021,3.0,0.52,2022-02-23,574.0,10000.0,1,0,0,1,0,0,0,0,23474.30797877569
842,871,44,170.8,81.8,3,2611,3.0,0.73,2023-03-14,574.0,5000.0,1,0,0,1,1,0,0,0,19974.28829290885
843,872,37,174.7,98.1,2,893,0.0,0.41,2022-02-09,642.0,10000.0,0,1,1,0,0,1,0,0,500.0
844,873,25,171.1,70.0,0,1708,3.0,0.08,2022-02-15,764.0,5000.0,0,1,1,0,0,0,0,0,500.0
845,874,45,166.9,90.2,4,4474,2.0,0.05,2025-04-04,445.0,602.29,0,1,0,1,0,0,1,0,13297.587606417306
846,876,27,155.1,67.3,4,1974,3.0,0.19,2023-11-24,574.0,5000.0,0,1,1,0,0,0,1,0,18780.07275987941
847,877,25,164.3,69.2,2,4109,3.0,0.41,2025-05-22,574.0,5000.0,0,1,0,1,0,1,0,0,2267.9911148314395
848,878,63,174.7,72.9,4,3515,2.0,0.43,2024-05-04,486.0,784.62,0,1,1,0,0,0,0,0,500.0
849,879,67,179.4,55.2,4,930,3.0,0.85,2024-09-22,639.0,1122.25,1,0,0,1,1,0,0,0,8573.358470408864
850,880,27,154.3,57.1,4,3523,3.0,0.8,2021-12-29,574.0,10000.0,0,1,1,0,0,0,1,0,21117.1325220365
851,881,48,170.3,73.3,4,2549,0.0,0.49,2020-04-03,746.0,5000.0,0,1,1,0,0,0,0,1,500.0
852,882,27,171.5,53.5,2,3402,3.0,0.81,2021-08-13,574.0,10000.0,1,0,1,0,0,0,0,1,500.0
853,883,71,178.3,53.3,3,3545,3.0,0.41,2025-06-05,345.0,478.72,1,0,0,1,0,0,0,0,6704.125720757203
854,884,70,192.5,79.7,2,2063,3.0,0.92,2020-11-16,574.0,5000.0,1,0,1,0,0,0,1,0,21679.5486704196
855,885,25,165.4,60.2,3,2991,3.0,0.89,2024-09-30,845.0,5000.0,1,0,0,1,0,0,0,0,7759.949436057161
856,886,46,169.5,65.3,0,500,3.0,0.17,2022-11-22,482.0,10000.0,1,0,0,1,0,0,0,1,500.0
857,887,49,174.7,75.5,2,1329,3.0,0.09,2022-07-19,574.0,5000.0,0,1,0,1,0,1,0,0,500.0
858,888,62,164.1,73.5,1,1236,5.0,0.81,2023-04-04,574.0,5000.0,1,0,0,1,1,0,0,0,1844.0329371307264
859,889,57,168.0,61.6,2,4464,3.0,0.26,2025-06-05,574.0,1150.04,1,0,0,1,0,0,1,0,8285.817936778778
860,890,26,181.1,74.8,2,2251,3.0,0.94,2021-03-12,574.0,5000.0,1,0,1,0,0,1,0,0,500.0
861,891,53,172.6,62.1,1,500,5.0,0.45,2022-10-02,524.0,796.64,0,1,0,1,0,0,1,0,500.0
862,892,47,158.8,55.7,0,2054,5.0,0.94,2021-08-14,397.0,10000.0,0,1,0,1,0,0,1,0,6046.755656883397
863,893,46,174.3,82.2,2,2508,3.0,0.07,2022-04-18,727.0,1251.5,0,1,1,0,1,0,0,0,500.0
864,894,38,168.8,70.8,3,2698,3.0,0.78,2022-11-28,574.0,10000.0,0,1,0,1,0,0,0,0,10889.479152156036
865,896,45,157.2,80.8,3,2365,4.0,0.53,2023-01-04,574.0,5000.0,1,0,0,1,0,0,1,0,500.0
866,898,18,150.5,47.3,0,2896,3.0,0.38,2025-04-02,764.0,10000.0,0,1,0,1,0,0,1,0,500.0
867,899,38,158.1,59.7,0,1140,0.0,0.38,2024-01-28,807.0,10000.0,0,1,0,1,0,1,0,0,10885.381593712042
868,900,62,164.1,50.0,4,756,3.0,0.85,2025-06-08,737.0,10000.0,0,1,1,0,0,0,0,0,500.0
869,901,20,176.0,64.0,0,3485,3.0,0.11,2021-03-02,574.0,5000.0,0,1,1,0,0,0,0,0,11709.417260793842
870,902,33,178.9,80.4,1,3452,4.0,0.54,2024-09-02,574.0,1119.65,1,0,0,1,0,1,0,0,6733.297384903495
871,903,51,173.1,89.2,3,2712,5.0,0.61,2023-09-01,574.0,903.98,1,0,1,0,0,1,0,0,500.0
872,905,69,168.9,79.5,1,2351,3.0,0.33,2020-07-14,485.0,5000.0,1,0,1,0,1,0,0,0,500.0
873,906,65,172.5,49.6,0,4059,3.0,0.24,2022-11-16,396.0,10000.0,1,0,1,0,1,0,0,0,500.0
874,907,72,162.0,42.9,1,784,3.0,0.19,2023-12-20,574.0,10000.0,1,0,0,1,0,0,0,0,500.0
875,908,75,174.3,72.2,2,2080,3.0,0.02,2023-07-03,637.0,10000.0,0,1,0,1,0,0,1,0,500.0
876,909,33,160.2,83.7,2,1240,2.0,0.34,2021-03-31,846.0,10000.0,0,1,1,0,0,0,0,0,500.0
877,910,66,158.1,87.7,0,1846,3.0,0.12,2020-04-16,574.0,265.52,0,1,0,1,1,0,0,0,500.0
878,911,66,170.6,77.0,2,3927,1.0,0.8,2020-08-01,650.0,326.56,1,0,0,1,0,1,0,0,500.0
879,912,74,192.1,78.3,0,500,3.0,0.65,2022-12-03,574.0,5000.0,0,1,1,0,0,0,0,1,500.0
880,913,41,168.3,53.0,3,2895,3.0,0.11,2023-08-15,344.0,5000.0,0,1,0,1,0,1,0,0,20898.35364074136
881,914,48,173.2,70.7,1,3046,3.0,0.97,2021-02-16,807.0,10000.0,1,0,0,1,1,0,0,0,20932.965640341008
882,915,48,170.3,90.3,1,3034,3.0,0.59,2022-03-30,574.0,5000.0,0,1,0,1,0,0,0,0,500.0
883,916,64,162.4,88.4,2,2721,3.0,0.99,2022-06-17,574.0,5000.0,1,0,1,0,1,0,0,0,500.0
884,918,51,170.5,58.0,4,2807,3.0,0.68,2024-02-28,698.0,5000.0,1,0,1,0,0,0,0,1,17684.089698857166
885,919,65,185.7,49.2,1,2676,4.0,0.48,2024-05-21,574.0,825.92,0,1,0,1,0,1,0,0,5159.662691995385
886,920,45,178.1,64.7,4,2405,3.0,0.48,2020-10-20,574.0,5000.0,1,0,1,0,0,1,0,0,6022.540843962607
887,921,43,167.8,93.1,3,500,3.0,0.85,2023-12-21,574.0,743.31,0,1,1,0,0,1,0,0,500.0
888,922,69,175.2,94.1,4,2855,3.0,0.94,2021-04-04,722.0,5000.0,0,1,1,0,0,0,0,0,23027.89241368505
889,923,52,172.5,64.5,1,4034,5.0,0.74,2025-01-10,574.0,10000.0,0,1,1,0,0,0,0,1,12886.728785661053
890,924,38,176.7,83.0,1,3154,3.0,0.75,2022-04-12,581.0,5000.0,1,0,1,0,1,0,0,0,7923.31867619036
891,925,55,167.8,64.3,1,654,1.0,0.34,2023-04-03,574.0,934.71,1,0,1,0,0,0,0,0,500.0
892,926,33,165.8,49.5,1,908,0.0,0.88,2021-08-12,574.0,5000.0,1,0,1,0,0,0,1,0,500.0
893,927,68,167.2,55.1,1,2067,0.0,0.16,2020-06-29,574.0,5000.0,0,1,0,1,1,0,0,0,500.0
894,928,56,167.6,41.7,4,1587,2.0,0.3,2020-01-13,574.0,433.09,1,0,1,0,0,0,0,1,500.0
895,929,59,172.6,78.2,3,3477,5.0,0.13,2020-08-15,574.0,10000.0,1,0,0,1,0,0,0,1,25786.486859098208
896,930,66,180.7,70.0,2,2480,3.0,0.32,2023-01-12,527.0,5000.0,0,1,0,1,0,1,0,0,500.0
897,931,75,170.0,62.7,3,2373,5.0,0.13,2020-03-31,574.0,5000.0,1,0,1,0,1,0,0,0,3037.8523332904906
898,932,45,174.9,83.3,4,1126,3.0,0.52,2022-04-14,602.0,548.8,0,1,0,1,1,0,0,0,500.0
899,933,68,167.0,72.6,0,1582,3.0,0.56,2025-03-11,668.0,10000.0,1,0,0,1,0,0,0,0,500.0
900,934,36,175.3,105.1,3,2195,0.0,0.44,2023-12-18,574.0,10000.0,0,1,0,1,0,0,0,1,20874.81075557496
901,935,18,178.0,59.5,2,3954,3.0,0.36,2020-07-12,468.0,5000.0,1,0,0,1,0,0,0,0,3720.296043174988
902,936,49,159.3,64.4,3,1663,0.0,0.46,2025-03-23,435.0,5000.0,0,1,0,1,1,0,0,0,15182.68376717428
903,937,52,185.0,53.4,3,2693,3.0,0.18,2023-11-30,574.0,5000.0,1,0,0,1,0,1,0,0,24908.828639462277
904,938,61,169.3,59.3,2,2857,3.0,0.78,2022-02-04,639.0,5000.0,0,1,1,0,0,0,0,0,500.0
905,939,32,167.8,45.0,4,2755,3.0,0.61,2022-01-23,352.0,5000.0,1,0,0,1,0,0,0,1,18533.29569814834
906,940,51,167.9,72.4,1,1377,2.0,0.09,2024-10-18,574.0,5000.0,1,0,1,0,0,1,0,0,500.0
907,941,72,165.3,43.2,4,1227,3.0,0.3,2024-06-16,790.0,5000.0,1,0,1,0,1,0,0,0,10854.303094100836
908,942,62,172.0,85.3,0,1441,1.0,0.57,2023-05-10,574.0,469.54,1,0,1,0,0,0,0,0,4004.655230721941
909,943,27,184.5,46.7,3,4806,0.0,0.33,2022-04-13,771.0,10000.0,1,0,1,0,0,0,0,0,11952.530924422606
910,944,51,163.1,61.0,3,500,3.0,0.67,2021-08-17,574.0,1458.23,0,1,0,1,0,0,0,0,5873.899976269297
911,945,44,166.8,86.0,0,1891,1.0,0.25,2020-05-04,574.0,10000.0,1,0,1,0,1,0,0,0,500.0
912,946,63,170.6,73.4,2,500,2.0,0.69,2025-04-19,574.0,5000.0,1,0,1,0,0,0,0,1,500.0
913,947,40,166.6,93.8,4,3554,3.0,0.42,2021-07-14,793.0,10000.0,0,1,1,0,1,0,0,0,9737.490776631392
914,948,40,170.1,52.4,1,3033,3.0,0.32,2023-04-18,574.0,5000.0,0,1,0,1,0,0,0,1,500.0
915,949,28,168.2,58.2,4,3382,3.0,0.57,2025-03-20,359.0,1416.6,0,1,1,0,0,0,0,0,500.0
916,950,24,175.1,65.3,1,3052,2.0,0.52,2023-01-26,689.0,5000.0,0,1,1,0,0,0,0,1,500.0
917,951,30,168.6,66.4,0,3250,0.0,0.45,2023-09-02,574.0,690.08,0,1,0,1,0,0,0,1,500.0
918,952,52,164.9,88.7,4,3299,5.0,0.81,2021-04-18,487.0,5000.0,1,0,1,0,0,0,0,1,500.0
919,953,53,166.3,69.3,2,1732,3.0,0.55,2020-06-02,596.0,612.86,0,1,1,0,0,0,0,0,500.0
920,954,20,183.2,71.9,0,3668,3.0,0.11,2024-12-25,574.0,5000.0,0,1,1,0,0,1,0,0,500.0
921,955,39,177.9,63.8,0,2428,1.0,0.85,2022-10-30,729.0,10000.0,0,1,1,0,0,0,0,1,500.0
922,956,57,157.3,29.3,2,3438,3.0,0.39,2021-02-26,495.0,465.68,1,0,0,1,0,0,1,0,500.0
923,957,28,149.3,51.4,4,2169,3.0,0.75,2024-02-28,574.0,10000.0,0,1,1,0,0,0,1,0,2558.9849463224828
924,958,38,167.0,56.7,3,822,3.0,0.13,2022-01-10,574.0,1119.91,0,1,1,0,1,0,0,0,500.0
925,959,54,162.7,63.3,0,2153,3.0,0.65,2020-11-05,574.0,10000.0,0,1,0,1,0,0,0,0,17194.207059045802
926,960,19,175.9,70.0,3,2312,3.0,0.87,2024-12-13,574.0,710.72,1,0,0,1,0,1,0,0,22517.024719371875
927,961,27,163.3,86.5,2,3022,2.0,0.38,2024-07-27,574.0,5000.0,0,1,1,0,0,0,0,0,500.0
928,962,62,172.0,67.7,0,3773,4.0,0.82,2022-08-12,574.0,502.09,1,0,1,0,0,0,0,1,500.0
929,963,48,156.1,60.5,1,3433,3.0,0.59,2020-06-12,375.0,5000.0,0,1,1,0,0,0,0,1,500.0
930,964,61,162.9,54.9,2,2508,4.0,0.28,2022-10-09,837.0,5000.0,0,1,1,0,0,0,0,1,500.0
931,965,22,176.4,48.0,2,3237,2.0,0.15,2023-06-30,435.0,5000.0,1,0,0,1,0,0,1,0,500.0
932,966,24,182.6,64.2,1,500,3.0,0.24,2023-02-12,574.0,5000.0,1,0,1,0,0,0,0,1,500.0
933,967,37,183.3,99.8,4,500,3.0,0.06,2025-03-31,769.0,10000.0,1,0,1,0,0,0,1,0,23382.33116110938
934,968,21,185.9,67.4,0,3758,2.0,0.69,2022-01-21,747.0,429.85,0,1,0,1,0,0,0,0,500.0
935,969,20,168.4,61.3,0,3781,1.0,0.18,2021-12-21,574.0,5000.0,0,1,1,0,0,0,0,1,500.0
936,970,41,176.1,78.3,0,3216,3.0,0.14,2023-03-12,682.0,5000.0,0,1,0,1,0,0,0,0,7615.14958014855
937,971,43,156.7,43.5,3,2607,2.0,0.08,2022-08-13,574.0,1006.6,0,1,1,0,0,0,1,0,14384.134432475044
938,972,59,165.9,48.2,3,2086,0.0,0.13,2023-10-19,571.0,5000.0,0,1,1,0,0,0,0,0,500.0
939,973,39,193.4,71.1,1,877,2.0,0.54,2021-02-12,430.0,5000.0,0,1,0,1,0,1,0,0,5104.669103968065
940,974,59,167.3,64.0,2,3709,3.0,0.43,2023-01-06,574.0,10000.0,0,1,0,1,0,0,0,0,9687.395263554328
941,975,24,159.3,68.0,1,2188,4.0,0.31,2020-09-14,517.0,5000.0,1,0,1,0,0,0,0,0,500.0
942,976,56,177.2,79.8,4,1671,3.0,0.8,2020-06-11,672.0,5000.0,0,1,0,1,0,1,0,0,30871.51770754103
943,977,39,167.6,83.5,3,1232,3.0,0.58,2023-08-26,711.0,5000.0,0,1,0,1,0,0,0,0,28360.469866589272
944,978,26,176.8,80.8,2,2608,3.0,0.21,2021-12-15,511.0,5000.0,0,1,0,1,0,0,0,0,500.0
945,979,27,156.4,56.3,1,1452,0.0,0.84,2022-06-29,574.0,10000.0,1,0,1,0,0,1,0,0,500.0
946,980,36,176.8,84.8,0,3121,3.0,0.47,2022-09-19,574.0,10000.0,0,1,0,1,0,0,1,0,500.0
947,981,39,157.6,73.8,2,2982,3.0,0.16,2025-04-24,437.0,5000.0,0,1,1,0,1,0,0,0,500.0
948,982,64,172.6,76.4,4,4240,3.0,0.1,2024-12-09,408.0,10000.0,1,0,1,0,0,0,0,1,20076.710615152388
949,983,27,174.8,59.6,3,4012,3.0,0.09,2024-11-29,441.0,650.12,1,0,0,1,0,0,0,0,22056.059686216657
950,984,69,175.6,61.7,0,3444,3.0,0.1,2024-10-28,574.0,1021.29,0,1,0,1,0,0,1,0,500.0
951,985,71,167.7,72.0,4,4018,0.0,0.61,2025-03-26,436.0,10000.0,1,0,0,1,0,1,0,0,9787.450681057464
952,986,41,151.5,58.3,1,3200,5.0,0.48,2021-07-05,574.0,5000.0,0,1,0,1,0,0,0,1,13451.949076437062
